year;month;day;hour;minute;doy;Prec;P;Tair;Tdaily;U;Ustar;H2O;CO2;Zen;LWin;diffPar;dirPar;diffNir;dirNir;Tsoil;Wliq;X;DDsum
2019;1;1;0;0;1;0.0;95429.74;0.05;-2.920291666666666;4.4826;0.8516940000000001;6.094328493253995;411.5;2.4224996965721455;254.18400000000003;0.0;0.0;0.0;0.0;0.3877499999999999;0.25243333333333334;0.0;0.0
2019;1;1;0;30;1;0.0;95429.74;0.05;-2.920291666666666;4.4826;0.52891;6.094328493253995;411.5;2.4168956463151674;254.18400000000003;0.0;0.0;0.0;0.0;0.3877499999999999;0.25243333333333334;0.0;0.0
2019;1;1;1;0;1;0.0;95397.39;0.01;-2.920291666666666;4.211;0.70513;6.080572365089732;411.46;2.4012346845837116;266.92;0.0;0.0;0.0;0.0;0.39399999999999996;0.25243333333333334;0.0;0.0
2019;1;1;1;30;1;0.0;95351.97;-0.221;-2.920291666666666;4.1811;0.65475;6.009531460513703;411.63;2.3762752560518487;260.611;0.0;0.0;0.0;0.0;0.401;0.2524666666666667;0.0;0.0
2019;1;1;2;0;1;0.0;95290.01;-0.434;-2.920291666666666;3.7314;0.61782;5.979211624920906;411.48;2.3431146146966273;236.215;0.0;0.0;0.0;0.0;0.40175;0.2524666666666667;0.0;0.0
2019;1;1;2;30;1;0.0;95230.02;-0.263;-2.920291666666666;3.317475;0.63032025;6.049722338249332;411.25;2.303028949103264;267.96;0.0;0.0;0.0;0.0;0.4035;0.2524666666666667;0.0;0.0
2019;1;1;3;0;1;0.0;95185.29999999999;0.478;-2.920291666666666;2.94595;0.5597305;6.2142859039749165;411.02;2.257335652029668;295.491;0.0;0.0;0.0;0.0;0.40325;0.25243333333333334;0.0;0.0
2019;1;1;3;30;1;0.0;95177.71;0.39;-2.920291666666666;1.5757;0.47223;6.202270872241386;410.79;2.207300748448028;275.978;0.0;0.0;0.0;0.0;0.401;0.2524666666666667;0.0;0.0
2019;1;1;4;0;1;0.0;95105.29000000001;0.421;-2.920291666666666;2.7577;0.42279;6.186561550779455;410.77;2.1540914311330814;256.10400000000004;0.0;0.0;0.0;0.0;0.40125;0.2524666666666667;0.0;0.0
2019;1;1;4;30;1;0.0;95142.4;-0.145;-2.920291666666666;1.9942;0.31852;6.1028635901174315;411.27;2.0987620641259648;287.755;0.0;0.0;0.0;0.0;0.399;0.2524666666666667;0.0;0.0
2019;1;1;5;0;1;0.0;95081.17;-0.23;-2.920291666666666;0.31927;0.080792;6.0907628923993125;411.12;2.0422602848362703;255.963;0.0;0.0;0.0;0.0;0.39525;0.2525333333333333;0.0;0.0
2019;1;1;5;30;1;0.0;95031.76999999999;0.098;-2.920291666666666;2.5317;0.45661;6.030352071499041;411.07;1.9854427419841731;243.761;0.0;0.0;0.0;0.0;0.3967500000000001;0.2525;0.0;0.0
2019;1;1;6;0;1;0.0;95053.41;0.013;-2.920291666666666;2.5806;0.39607;5.93964555779445;411.15;1.929093729505115;236.675;0.0;0.0;0.0;0.0;0.397;0.2524333333333333;0.0;0.0
2019;1;1;6;30;1;0.0;95055.36;-0.275;-2.920291666666666;2.5628;0.37153;5.837294495561829;411.19;1.8739428955559332;231.86;0.0;0.0;0.0;0.0;0.40025;0.25239999999999996;0.0;0.0
2019;1;1;7;0;1;0.0;95034.13;-0.31;-2.920291666666666;3.3188;0.38214;5.763519697608061;411.15;1.820680044426537;240.077;0.0;0.0;0.0;0.0;0.4025;0.2524333333333333;0.0;0.0
2019;1;1;7;30;1;0.0;95056.4;-0.619;-2.920291666666666;2.239313;0.42546947;5.697517924200934;411.28;1.769966043241248;259.302;0.0;0.0;0.0;0.0;0.40275;0.2524333333333333;0.0;0.0
2019;1;1;8;0;1;0.0;95086.18000000001;-0.833;-2.920291666666666;2.349675;0.44643825;5.5601924138236845;411.41;1.7224393165319247;251.233;0.0;0.0;0.0;0.0;0.40575;0.25239999999999996;0.0;0.0
2019;1;1;8;30;1;0.0;95095.94;-0.949;-2.920291666666666;2.8591;0.55269;5.504837773510417;411.54;1.6787176259837038;247.205;0.0;0.0;0.0;0.0;0.40425;0.25239999999999996;0.0;0.0
2019;1;1;9;0;1;0.0;95097.27;-1.208;-2.920291666666666;2.8973;0.59311;5.3952595344335155;411.72;1.639394981798332;256.267;0.0;0.0;0.0;0.0;0.40299999999999997;0.25236666666666663;0.0;0.0
2019;1;1;9;30;1;0.0;95123.18000000001;-1.496;-2.920291666666666;2.9418;0.5764199999999999;5.281691146116102;411.71;1.6050337472919605;259.416;0.0;0.0;0.0;0.0;0.40075;0.25236666666666663;0.0;0.0
2019;1;1;10;0;1;0.0;95157.44;-1.886;-2.920291666666666;2.7469;0.52603;5.177249897209459;411.62;1.5761523567070426;247.36900000000003;0.716206091090423;0.027123908909576947;0.7454389927675831;0.028231007232416828;0.39975;0.25236666666666663;0.0;0.0
2019;1;1;10;30;1;0.07;95192.02;-2.194;-2.920291666666666;2.8264;0.56765;5.095827294288457;411.53;1.5532095827169028;243.325;3.729748266060872;0.1412517339391285;3.881982889165397;0.14701711083460314;0.397;0.2523333333333333;0.0;0.0
2019;1;1;11;0;1;0.0;95217.5;-2.356;-2.920291666666666;3.0079;0.54288;5.025045840000625;411.69;1.5365869015226723;243.671;4.93185;0.0;5.13315;0.0;0.39675;0.25236666666666663;0.0;0.0
2019;1;1;11;30;1;0.0;95267.21;-2.623;-2.920291666666666;3.8934;0.68802;4.896928354657931;412.17;1.5265710634564782;275.086;5.290039999999999;0.0;5.50596;0.0;0.3955;0.25236666666666663;0.0;0.0
2019;1;1;12;0;1;0.0;95311.06999999999;-2.967;-2.920291666666666;4.0578;0.69097;4.831227224652568;412.55;1.5233392842260283;274.605;6.60324;0.0;6.87276;0.0;0.39325;0.2523333333333333;0.0;0.0
2019;1;1;12;30;1;0.0;95371.17;-2.82;-2.920291666666666;2.44005;0.4636095;4.825407848925378;413.08333333333326;1.5269493406333112;284.937;4.88432;0.0;5.08368;0.0;0.39375;0.25236666666666663;0.0;0.0
2019;1;1;13;0;1;0.0;95473.28;-3.714;-2.920291666666666;2.257575;0.4289392500000001;4.381259547552984;413.61666666666673;1.5373362081516986;284.585;3.14972;0.0;3.27828;0.0;0.3935;0.2523333333333333;0.0;0.0
2019;1;1;13;30;1;0.0;95569.82;-4.914;-2.920291666666666;5.4342;0.91914;3.932715493806929;414.15;1.5543158148944056;273.395;2.1050400000000002;0.0;2.19096;0.0;0.392;0.2523333333333333;0.0;0.0
2019;1;1;14;0;1;0.0;95663.71;-5.239;-2.920291666666666;6.0934;1.1376;3.7662089655339543;414.54;1.577595269404089;282.289;0.053354;0.0010360000000000024;0.05553171428571428;0.0010782857142857167;0.392;0.2523333333333333;0.0;0.0
